txn_date_time,transaction_id,customer_id,policy_number,policy_eff_dt,loss_dt,report_dt,insurance_type,premium_amount,claim_amount,customer_name,address_line1_x,address_line2_x,city_x,state_x,postal_code_x,ssn,marital_status,age,tenure,employment_status,no_of_family_members,risk_segmentation,house_type,social_class,routing_number,acct_number,customer_education_level,claim_status,incident_severity,authority_contacted,any_injury,police_report_available,incident_state,incident_city,incident_hour_of_the_day,agent_id,vendor_id,vendor_name,address_line1_y,address_line2_y,city_y,state_y,postal_code_y,agent_name,date_of_joining,address_line1,address_line2,city,state,postal_code,emp_routing_number,emp_acct_number,policy_age_days,report_delay_days,processing_delay,agent_experience_days,vendor_claim_count,anomaly_score,fraud_flag
2020-08-14,TXN00001862,A00008652,PLC00005080,2014-01-19,2020-08-03,2020-08-08,Property,0.8004271757108588,0.4735880525900434,Gordon Davis,6950 Reno Drive,0,Arvada,CO,80002,594-29-7022,N,38,80,Y,4,M,Rent,MI,97380047,OOXK65669783996616,Bachelor,A,Major Loss,Police,1,0,AR,Fayetteville,5,AGENT00722,VNDR00344,Lewis Ltd,204 North Holt Street,0,Montgomery,AL,36104.0,Kim Coll,2005-07-09,84 Orange Street,0,Barre,VT,5641,107160351,UHYX17949274769737,0.2831786695381875,0.9091880703409976,-0.2969081869833199,-0.2029460068778124,24,0.07295287780947796,0
2020-08-14,TXN00001863,A00001429,PLC00002296,2019-01-12,2020-07-27,2020-08-01,Travel,-0.4054479989023891,-0.5247606861695736,Lucia Santorelli,8521 Crystal Street,0,Anchorage,AK,99502,667-29-2658,N,55,75,Y,5,L,Rent,HI,128691977,BLCZ61019878072215,High School,A,Major Loss,Ambulance,1,0,AZ,Glendale,7,AGENT01092,VNDR00261,"Blake, Jackson and Scott",5631 West Colter Street,#2129,Glendale,AZ,85301.0,Anthony Campbell,2003-01-10,505 Tarpon Street,0,Panama City Beach,FL,32413,20494832,NFPH16758474374216,-1.4905540919597986,0.9091880703409976,1.4231591049832764,0.1110923025579319,15,0.07036762064161212,0
2020-08-14,TXN00001864,A00008963,PLC00007506,2012-09-30,2020-08-10,2020-08-11,Travel,-0.3748147126265975,-0.7062786386713221,Donna Baines,731 Mumford Street,#APT 000003,Anchorage,AK,99508,618-84-9800,Y,29,16,N,2,M,Rent,MI,19087124,MUZR23635871955150,College,A,Minor Loss,Other,1,1,AK,Anchorage,0,AGENT00703,VNDR00115,"King, Novak and Perez",9008 Grayson Grove Court,0,Montgomery,AL,36117.0,Sherri Bowser,2010-05-20,562 South Pierremont Drive,0,Fayetteville,AR,72701,112002103,MPPD30974505387293,0.7523533266047414,-1.1245622268092037,-1.0340798835404326,-0.8174745128422283,24,0.04225221598455575,0
2020-08-14,TXN00001865,A00004375,PLC00002053,2016-07-28,2020-07-28,2020-08-02,Property,-0.0479906651301476,1.0181419100952889,Robert Torres,136 Acacia Drive,0,Blue Lake,CA,95525,738-55-1490,N,33,90,N,7,L,Mortgage,HI,100239975,WSFV19625642645526,Bachelor,A,Major Loss,Other,0,1,CT,Manchester,1,AGENT00947,VNDR00545,Myers-Brown,7703 Aragorn Court,0,Hanover,MD,21076.0,Luis Castleman,2008-05-23,2223 North Fernwood Court,0,Savannah,GA,31404,116360016,DVYX31108568499849,-0.6172869766330246,0.9091880703409976,1.1774352061309057,-0.5694398303896602,20,0.04933625229834537,0
2020-08-14,TXN00001866,A00008343,PLC00004132,2019-01-14,2020-08-03,2020-08-08,Health,0.5299021408293766,-0.1163452930406394,Howard Grassi,3813 Vanguard Drive,0,Louisville,KY,40229,034-64-1440,N,34,107,Y,7,M,Mortgage,MI,18187643,QLZR04124347898873,Bachelor,A,Total Loss,0,1,0,MA,New Bedford,7,AGENT00945,VNDR00273,Watkins Inc,6342 West Wheeler Road,0,Fayetteville,AR,72704.0,Martin Mendez,1993-11-13,1405 Mercedes Avenue,APARTMENT G,Panama City,FL,32401,20759153,DAIT65668858740270,-1.4856972114518632,0.9091880703409976,-0.2969081869833199,1.2755352375453388,9,0.009793187096198808,0
2020-08-14,TXN00001867,A00000219,PLC00004206,2018-04-28,2020-07-30,2020-08-04,Travel,-0.7515213411532217,-0.5247606861695736,Raul Kilgallon,7431 Gilbert Road,0,Panama City,FL,32404,754-52-0410,Y,41,41,Y,4,L,Rent,MI,88277664,WUPC85297653018343,Bachelor,A,Major Loss,0,0,1,KY,Louisville,7,AGENT01088,VNDR00192,Lewis-Campbell,819 Beazer Lane,0,Nashville,TN,37013.0,Wesley Burger,2008-11-25,642 Sagamore Drive,0,Montgomery,AL,36109,17647838,UYHG28999580464685,-1.2360535533439867,0.9091880703409976,0.6859874084261636,-0.63335913231021,22,0.08142065070890453,0
2020-08-14,TXN00001868,A00008307,PLC00009346,2010-08-02,2020-08-13,2020-08-13,Life,0.0130689257574097,1.4719367913496602,Heidi Whaley,618 Watts Street,0,Montgomery,AL,36104,107-57-3158,Y,58,12,Y,4,L,Rent,LI,16310522,GOHQ79801479465614,MD,A,Major Loss,Police,0,1,AR,Fayetteville,1,AGENT00945,VNDR00450,"Green, Perry and Anderson",9223 Elgin Circle,0,Anchorage,AK,99502.0,Martin Mendez,1993-11-13,1405 Mercedes Avenue,APARTMENT G,Panama City,FL,32401,20759153,DAIT65668858740270,1.522654575163286,-1.632999801096754,-1.5255276812451743,1.2790091126497165,18,-0.011887393007243174,1
2020-08-14,TXN00001872,A00008691,PLC00005799,2018-04-19,2020-08-08,2020-08-10,Property,1.459249812304399,0.4282085644646063,Richard Deeds,2868 Peak Road,0,Wheelock,VT,5851,241-33-8899,Y,60,36,Y,6,L,Mortgage,MI,66885023,QRNP76418614582262,High School,A,Total Loss,Police,0,1,CO,Arvada,11,AGENT00878,VNDR00450,"Green, Perry and Anderson",9223 Elgin Circle,0,Anchorage,AK,99502.0,Lori Creamer,2012-08-30,400 US Highway 98,0,Mexico Beach,FL,32456,43121755,BXFI23783776853249,-1.2185687835154195,-0.6161246525216532,-0.7883559846880617,-1.1075430840577667,18,0.04072436370828558,0
2020-08-14,TXN00001873,A00001039,PLC00005574,2013-03-30,2020-07-26,2020-07-31,Property,0.8161577821768055,0.7912444694681032,Brenna Arnold,19237 North 69th Avenue,0,Glendale,AZ,85308,305-77-5232,Y,33,79,Y,4,H,Own,MI,44801841,TXJB49380131200637,Bachelor,A,Minor Loss,Ambulance,1,0,CA,Union City,19,AGENT00807,VNDR00389,House PLC,8 Chandler Street,0,Plymouth,MA,2360.0,Don Filkins,2000-08-18,8757 Lamar Circle,0,Arvada,CO,80003,71679907,ZPQG99654820130887,0.561963610693676,0.9091880703409976,1.6688830038356477,0.4147089866805435,14,0.04813519282583412,0
2020-08-14,TXN00001874,A00000028,PLC00000064,2015-05-06,2020-08-12,2020-08-12,Property,-0.0341228936404312,0.5189675407154806,Teri Hunnings,1309 Southwest 71st Terrace,0,Oklahoma City,OK,73159,433-18-8498,N,54,119,Y,2,M,Rent,LI,78689149,WRYV25832593845500,MD,A,Total Loss,0,1,1,TN,Nashville,11,AGENT00336,VNDR00075,Blackwell-Foster,3609 Meadow Drive,0,Nashville,TN,37215.0,Wanda Koehl,2015-02-12,8709 Peeble Lane,0,Louisville,KY,40272,85211597,WHMG69840697587968,-0.166568465496625,-1.632999801096754,-1.2798037823928037,-1.417412743368258,20,0.048911424219529986,0
2020-08-14,TXN00001877,A00004514,PLC00004896,2012-10-11,2020-07-30,2020-08-04,Health,2.030312223351078,-0.3886222217932622,Jay Louis,457 Mountain Village Boulevard,#320-3,Mountain Village,CO,81435,310-69-1774,Y,58,84,Y,6,M,Mortgage,LI,123472573,FBNR27294324132870,College,A,Total Loss,Police,0,1,CA,Fremont,12,AGENT00670,VNDR00511,"Miller, Williams and Mcgee",6160 Norm Drive,0,Anchorage,AK,99507.0,Susan Sanders,2013-05-23,18 Curry Lane,0,Manchester,CT,6040,126318278,ORYZ98607247789430,0.7309830523698259,0.9091880703409976,0.6859874084261636,-1.2030746494281537,18,0.046938337826395116,0
2020-08-14,TXN00001878,A00006247,PLC00005672,2018-01-04,2020-08-02,2020-08-07,Mobile,-1.5866923554965884,-0.7335063315465844,Lynne Davis,714 East 33rd Street,0,Savannah,GA,31401,540-25-1215,N,32,110,Y,5,H,Own,MI,91171249,SFHL08368972823523,Masters,A,Major Loss,0,1,1,AL,Montgomery,17,AGENT00427,VNDR00540,"Fuller, Smith and Black",324 Martin Luther King Junior Boulevard,0,Fayetteville,AR,72701.0,James Haynes,2001-01-10,136 Acacia Drive,0,Blue Lake,CA,95525,110236667,LKKN56423451171273,-1.1224025494583,0.9091880703409976,-0.0511842881309487,0.366769510240131,17,0.08645642359873495,0
2020-08-15,TXN00001879,A00001058,PLC00009784,2012-04-20,2020-08-08,2020-08-10,Travel,-0.2460721176026635,-0.6608991505458849,Bobby Underwood,152 Bissell Street,0,Manchester,CT,6040,594-06-7757,N,46,10,Y,3,M,Own,LI,121698980,MUOP62611158958449,College,A,Major Loss,Ambulance,1,1,MD,Hanover,15,AGENT00334,VNDR00524,Ayala PLC,52 Linnmore Drive,0,Manchester,CT,6040.0,Barbara Corriveau,1996-01-09,62 High Street,0,Manchester,CT,6040,23264661,DXYM05173134231954,0.908744878960259,-0.6161246525216532,-0.5426320858356908,1.0038782043830023,13,0.09612039169850956,0
2020-08-15,TXN00001880,A00003193,PLC00005504,2015-11-30,2020-08-14,2020-08-14,Health,2.034451856631591,-0.0709658049152023,Raymond Robertson,5631 West Colter Street,#2129,Glendale,AZ,85301,809-56-2986,N,29,71,Y,6,H,Mortgage,MI,120935880,GDMX34844706910271,High School,A,Minor Loss,Police,1,1,DC,Washington,18,AGENT00381,VNDR00492,Hunter PLC,908 Lodge Hill Road,0,Louisville,KY,40223.0,Margaret Batchelor,2007-08-09,35 Pilgrim Lane,0,Manchester,CT,6040,85116951,RYXJ62992083002994,-0.3666719424235611,-1.632999801096754,-1.5255276812451743,-0.4634866397061401,16,0.03879456148707039,0
2020-08-15,TXN00001883,A00007882,PLC00002146,2017-02-20,2020-08-14,2020-08-14,Motor,0.3181598985311697,-0.3432427336678251,Keith Costa,1606 Trevilian Way,0,Louisville,KY,40205,267-87-1866,Y,25,17,Y,3,M,Mortgage,MI,55555018,PCGY81392257300617,Masters,A,Major Loss,Ambulance,0,1,OK,Edmond,0,AGENT00421,VNDR00098,Rodriguez Inc,1641 Kramer Street Northeast,0,Washington,DC,20002.0,Susan Gigliotti,1996-08-24,287 Lawndale Drive,0,Nashville,TN,37211,18280618,ZJBW96346956902594,-0.8018484359345674,-1.632999801096754,-1.5255276812451743,0.9267581770658172,18,0.011451683433903903,0
2020-08-15,TXN00001885,A00007859,PLC00007039,2010-08-01,2020-08-13,2020-08-13,Health,0.2544095460112794,-0.297863245542388,Carol Harbin,2807 Huxley Place,0,Fremont,CA,94555,165-65-0261,Y,47,96,Y,5,L,Own,HI,53458667,XYGE55074061815883,High School,D,Minor Loss,Ambulance,1,1,CO,Arvada,8,AGENT01065,VNDR00373,"Martinez, Sims and Thomas",36360 Beech Place,0,Newark,CA,94560.0,Fern Hatcher,1997-12-16,1707 6th Street Northwest,0,Washington,DC,20001,30527016,GRBA63248218676140,1.523625951264873,-1.632999801096754,-1.2798037823928037,0.7600121720556872,16,0.08329949720112467,0
2020-08-15,TXN00001886,A00008478,PLC00002807,2011-08-04,2020-08-11,2020-08-12,Health,1.6577452281049665,-0.1163452930406394,Maria Krajcer,407 West Hillwood Drive,0,Nashville,TN,37205,076-05-9301,Y,52,84,Y,5,L,Rent,MI,115062580,WJIE81250679360383,Bachelor,A,Major Loss,Ambulance,1,1,MA,Quincy,11,AGENT01175,VNDR00461,Phillips-Vega,171 Tolland Turnpike,0,Manchester,CT,6042.0,Nidia Snider,2002-01-25,3904 Martagon Circle,0,Anchorage,AK,99516,75837318,RTAC43103044983545,1.164216793677658,-1.1245622268092037,-1.0340798835404326,0.2378887438677182,18,0.08932800499353138,0
2020-08-15,TXN00001887,A00007632,PLC00000765,2013-12-31,2020-07-27,2020-08-01,Motor,-0.1529303687911354,-0.6608991505458849,Hanna Zeigler,63 Summit Street,#8,Manchester,CT,6040,306-83-2501,Y,42,99,Y,4,H,Mortgage,MI,33722711,LUZS07502561671073,Bachelor,A,Major Loss,Ambulance,0,1,GA,Savannah,0,AGENT00715,VNDR00215,"Mooney, Nicholson and Martinez",1693 Alice Court,0,Annapolis,MD,21401.0,Everett Lopez,1994-09-11,2811 Mechanics Avenue,0,Savannah,GA,31404,67617261,USTH76027461137126,0.2948351827572323,0.9091880703409976,1.6688830038356477,1.1681924968200676,11,0.045149112318288775,0
2020-08-15,TXN00001889,A00006988,PLC00000073,2013-06-20,2020-08-02,2020-08-07,Mobile,-1.652512524656735,-0.724430433921497,Kathy Dixon,415 Lullwater Drive,0,Panama City Beach,FL,32413,153-35-3125,Y,55,75,Y,7,L,Rent,LI,63631995,LNVE13105635670962,High School,A,Minor Loss,Police,0,1,AL,Montgomery,4,AGENT00432,VNDR00170,Smith-Blake,8506 Laviento Drive,0,Anchorage,AK,99515.0,Merle Stancil,2001-05-09,7025 Queen Street,0,Arvada,CO,80004,126992380,SWDI15114623287274,0.4891104030746457,0.9091880703409976,0.194539610721422,0.3254303964980363,17,0.06387875232085327,0
2020-08-15,TXN00001890,A00002058,PLC00004850,2012-09-25,2020-08-12,2020-08-12,Health,1.9268213913382697,-0.297863245542388,Elizabeth Blaschke,3555 Alamosa Drive,0,Anchorage,AK,99502,210-28-1791,N,32,107,Y,4,H,Own,HI,45734072,BIRS79095873752120,College,A,Major Loss,Ambulance,0,0,GA,Savannah,1,AGENT00617,VNDR00470,Jackson-Nguyen,1817 Beech Street,0,Louisville,KY,40210.0,Michael Brim,2001-11-28,812 Southwest 151st Street,0,Oklahoma City,OK,73170,115509742,RQVC56806537011933,0.7591529593158506,-1.632999801096754,-1.0340798835404326,0.2583846069835468,18,-0.00484622861216788,1
2020-08-15,TXN00001891,A00009898,PLC00002497,2013-04-09,2020-08-14,2020-08-14,Motor,0.0109991091171535,-0.3432427336678251,Dwain Duncan,1 North School Avenue,#1010,Fayetteville,AR,72701,793-55-9447,N,37,12,N,5,H,Rent,LI,27029585,IYTT38537199962997,MD,A,Major Loss,Other,1,1,AZ,Glendale,8,AGENT00447,VNDR00548,Ellis-Weiss,108 Croft Drive,R,Manchester,CT,6042.0,Sandy Loucks,2001-09-30,1481 Stannage Avenue,R,Berkeley,CA,94702,95169613,AKHO31419783536992,0.5707059956079595,-1.632999801096754,-1.5255276812451743,0.2795752451202508,15,0.08583057135388139,0
2020-08-15,TXN00001893,A00001372,PLC00009484,2018-05-08,2020-07-29,2020-08-03,Motor,0.8583820416380314,-0.5247606861695736,Deon Coulter,233 Buckland Hills Drive,0,Manchester,CT,6042,286-05-0325,Y,32,21,Y,3,M,Mortgage,LI,123861061,GCOC78717071600901,Bachelor,A,Minor Loss,Ambulance,0,0,TN,Nashville,17,AGENT00434,VNDR00215,"Mooney, Nicholson and Martinez",1693 Alice Court,0,Annapolis,MD,21401.0,Edward Odom,2005-10-05,7407 North 75th Drive,0,Glendale,AZ,85303,119211324,BMHH11863984588776,-1.2467386904614444,0.9091880703409976,1.1774352061309057,-0.2352530453485249,11,0.016777559390461105,0
2020-08-15,TXN00001895,A00005303,PLC00001125,2019-04-11,2020-08-07,2020-08-10,Mobile,-1.6612057545458108,-0.7335063315465844,Michael John,29 East Avenue,0,Colchester,VT,5446,738-56-1110,N,45,96,Y,3,M,Own,MI,90102439,TTTH81814815901293,High School,A,Major Loss,Ambulance,0,1,OK,Oklahoma City,17,AGENT00310,VNDR00402,Richardson-King,3919 Landherr Drive,0,Louisville,KY,40299.0,Donna Tanaka,2006-09-23,523 10th Street,0,Greeley,CO,80631,47854756,FSMJ43913088999687,-1.5663214278835895,-0.1076870782341027,-0.5426320858356908,-0.3547543489391179,15,0.06288893944211382,0
2020-08-15,TXN00001896,A00003903,PLC00004166,2013-02-08,2020-08-10,2020-08-11,Life,0.203285074996952,3.1509778519908345,Charles Odom,313 Lone Oak Drive,0,Norman,OK,73071,181-21-5154,Y,37,6,Y,4,M,Rent,LI,43176797,XUUZ09383863839195,College,A,Major Loss,0,1,0,TN,Nashville,15,AGENT00789,VNDR00226,Ortega-Michael,2 Misty Marsh Drive,0,Savannah,GA,31419.0,Alison Baron,2005-12-20,12438 West 83rd Avenue,0,Arvada,CO,80005,100978980,ZOKJ58669207517623,0.6251030572968354,-1.1245622268092037,-0.7883559846880617,-0.2574858460165423,9,-0.0007387497092546935,1
2020-08-15,TXN00001898,A00005344,PLC00007855,2014-09-09,2020-08-11,2020-08-12,Motor,0.7770382476759642,-0.4793811980441365,Patricia Wasilewski,180 Intervale Avenue,0,Burlington,VT,5401,030-21-1111,Y,53,24,Y,6,L,Own,HI,18308079,FOHX86190091759398,Bachelor,A,Total Loss,Ambulance,1,1,TN,Nashville,12,AGENT00503,VNDR00307,"Reeves, Brown and Burch",467 North Mountain Ranch Road,0,Fayetteville,AR,72704.0,Robbie Sampley,2002-10-12,188 River Road,0,Essex,VT,5452,58416219,FYEK44430441167551,0.0646190466810973,-1.1245622268092037,-1.0340798835404326,0.147567991153898,22,0.09275528426056523,0
2020-08-15,TXN00001900,A00007849,PLC00006835,2012-12-15,2020-08-11,2020-08-12,Property,0.6673379657423868,0.0197931713356719,Richard Mondragon,1738 Annabellas Drive,0,Panama City Beach,FL,32407,145-26-3653,Y,30,99,Y,6,L,Rent,MI,94326855,GKXF98203524511144,Bachelor,A,Total Loss,Other,1,1,CA,South Lake Tahoe,5,AGENT01021,VNDR00398,Proctor-Schaefer,2057 Lucas Street,0,Montgomery,AL,36107.0,Frances Moye,2016-02-20,20097 Butterfield Drive,0,Castro Valley,CA,94546,29739624,KSGR27342492869371,0.6795001189857113,-1.1245622268092037,-1.0340798835404326,-1.5473356722719842,15,0.07480752097544024,0
2020-08-15,TXN00001901,A00007321,PLC00009149,2012-11-05,2020-07-28,2020-08-02,Property,0.1387067958209592,-0.1163452930406394,Willie Kitchin,534 Turpin Street,#APT 000001,Anchorage,AK,99504,355-35-6374,N,33,35,Y,4,M,Own,LI,23668047,OFIC30929618457599,Bachelor,A,Major Loss,Other,1,1,KY,Louisville,22,AGENT00280,VNDR00150,Moreno LLC,1261 Sioux Terrace,0,Nashville,TN,37115.0,Randy Wren,2008-06-18,412 West Ila Street,0,Fayetteville,AR,72701,44960203,VDUY15456292336402,0.7047558976269748,0.9091880703409976,1.4231591049832764,-0.5784719056610422,16,0.09026714059166652,0
2020-08-15,TXN00001902,A00009446,PLC00001355,2013-05-20,2020-08-03,2020-08-08,Life,-0.2615957424045848,2.379526553858403,Leanne Hanson,81 Reynolds Drive,0,Colchester,VT,5446,702-91-5127,Y,62,72,Y,2,M,Mortgage,LI,20965840,ARHV81613797441886,Bachelor,D,Total Loss,0,1,1,MA,Quincy,13,AGENT00618,VNDR00094,Payne-Smith,334 North Cove Boulevard,0,Panama City,FL,32401.0,David Carr,2006-09-10,2375 Main Street,B,Palmer,MA,1069,129134381,DVJG70290892536299,0.5201944383254321,0.9091880703409976,-0.0511842881309487,-0.351627861345178,19,0.059776061717303874,0
2020-08-15,TXN00001903,A00003467,PLC00001941,2013-11-17,2020-07-31,2020-08-05,Health,0.4336556670574643,-0.5701401742950107,Loyd Cash,2224 East Tall Oaks Drive,0,Fayetteville,AR,72703,605-53-5748,N,47,25,Y,5,M,Rent,MI,13493374,KUWC60645298917404,High School,A,Minor Loss,Ambulance,1,0,OK,Oklahoma City,23,AGENT00601,VNDR00074,Fox-Anderson,169 Avenida Drive,M,Berkeley,CA,94708.0,Evelyn Bacot,1994-10-04,4714 Narrow Lane Road,0,Montgomery,AL,36116,57396770,CLWF93560008625068,0.3414612356334118,0.9091880703409976,0.6859874084261636,1.16159213412175,17,0.07739602887604052,0
2020-08-16,TXN00001905,A00008427,PLC00003906,2012-02-14,2020-08-05,2020-08-10,Health,1.176098895917355,-0.1617247811660765,Brad Brasure,239 Eastern Avenue,0,Fayetteville,AR,72701,229-81-3017,Y,45,80,N,4,L,Own,MI,54349322,EEYP56519408033327,Bachelor,A,Minor Loss,Police,0,0,MA,Haverhill,7,AGENT00845,VNDR00415,Wells Group,640 Hilliard Street,#6000,Manchester,CT,6042.0,Josephine Kraemer,2017-11-07,4604 West 19th Court,0,Panama City,FL,32405,63667590,CFVD19520852636468,0.9699415733602444,0.9091880703409976,-0.2969081869833199,-1.7668845788686551,22,0.03249666409268859,0
2020-08-16,TXN00001906,A00002423,PLC00003289,2014-01-26,2020-08-04,2020-08-09,Health,0.2583421976277663,0.0197931713356719,Darryl Gandy,6862 North 44th Avenue,#3,Glendale,AZ,85301,743-27-1402,Y,41,23,Y,4,L,Rent,HI,25072084,YXLV74919850322757,Bachelor,A,Minor Loss,Police,1,0,TN,Nashville,19,AGENT00931,VNDR00058,Estrada PLC,3 Mad Anthony Lane,0,Savannah,GA,31411.0,Teresa Hosey,1997-01-07,58 North U.S.A Drive,0,Fayetteville,AR,72701,46456511,MKRQ16932147550119,0.2773504129286651,0.9091880703409976,-0.0511842881309487,0.8760396005419026,15,0.09191219664943368,0
2020-08-16,TXN00001909,A00006170,PLC00006661,2012-03-31,2020-08-01,2020-08-06,Mobile,-1.594143695401511,-0.7198924851089532,Michael Ricci,22 Gallatin Street Northeast,0,Washington,DC,20011,547-55-8334,N,55,74,Y,7,M,Rent,HI,28203546,LASM81924933053617,0,A,Major Loss,Ambulance,0,1,AR,Fayetteville,3,AGENT00860,VNDR00010,Mcclure Ltd,243 Kentucky Avenue,0,Pasadena,MD,21122.0,Christopher Sincell,1991-05-16,1915 Southeast 29th Street,0,Oklahoma City,OK,73129,22113632,UAXN13326048259112,0.921372768280891,0.9091880703409976,0.6859874084261636,1.5916578720437102,18,0.038141659088688495,0
2020-08-16,TXN00001910,A00004746,PLC00008586,2014-11-01,2020-08-01,2020-08-06,Health,2.1669201216079856,-0.0255863167897651,David Mimaki,835 Shiloh Court,0,Redding,CA,96003,717-87-9432,Y,51,27,Y,4,L,Rent,MI,96173145,XGLJ59011399261856,Masters,D,Total Loss,0,0,1,AK,Anchorage,10,AGENT00571,VNDR00052,Garcia-Brown,124 Rod Key Street,0,Lyndon,VT,5851.0,Michele Downs,2008-07-07,3302 Woodland Park Drive,#APT 000001,Anchorage,AK,99517,122620591,NQEP84089536681234,0.0034223522811118,0.9091880703409976,0.6859874084261636,-0.5836827183176088,15,0.059147736708627496,0
2020-08-16,TXN00001912,A00004783,PLC00009100,2019-08-12,2020-07-29,2020-08-03,Travel,-0.4563654882526911,-0.6608991505458849,Matthew Mahn,5805 Armada Drive,0,Carlsbad,CA,92008,035-30-6338,N,60,64,Y,5,M,Mortgage,LI,118357755,ZWPM45188123760598,Bachelor,A,Minor Loss,0,0,0,MA,Easton,23,AGENT00403,VNDR00319,Jones-Hill,5747 West Missouri Avenue,#122,Glendale,AZ,85301.0,Thomas Cunha,2011-06-21,182 Irving Street,0,Manchester,CT,6042,65212163,QQMG77370752100416,-1.6945430732930828,0.9091880703409976,1.4231591049832764,-0.9595560046112764,20,0.005593056401062668,0
2020-08-16,TXN00001913,A00009899,PLC00009508,2017-04-02,2020-08-13,2020-08-13,Travel,0.0536373319064304,-0.6608991505458849,Dorothy Mortimer,10725 Sunset Boulevard,0,Spencer,OK,73084,787-59-6575,Y,30,88,Y,3,M,Rent,LI,44154611,DBEF68999897792531,Masters,A,Minor Loss,Ambulance,1,0,GA,Pooler,14,AGENT00158,VNDR00357,Best PLC,58 North U.S.A Drive,0,Fayetteville,AR,72701.0,Jim Rippee,2017-09-21,15510 Champion Lakes Place,0,Louisville,KY,40245,14951860,EAYK96313131410012,-0.8426462322012244,-1.632999801096754,-1.0340798835404326,-1.7477782657945775,18,0.04321872832645801,0
2020-08-16,TXN00001915,A00005743,PLC00007012,2014-02-11,2020-08-04,2020-08-09,Property,1.3766641283581784,0.1105521475865461,Heidi Allison,29 White Oak Drive,0,0,VT,5465,113-92-8610,Y,32,82,Y,2,M,Mortgage,HI,69644559,JNUG01397585280198,High School,A,Major Loss,Ambulance,0,1,CT,Manchester,12,AGENT00273,VNDR00240,"Mcdonald, Beasley and Knox",132 Tensaw Road,0,Montgomery,AL,36117.0,Belinda Robertson,2002-11-06,3142 West Finger Road,0,Fayetteville,AR,72701,57718918,FNZX38989351360985,0.261808395303272,0.9091880703409976,-0.0511842881309487,0.1364515908198893,9,0.03312053499830514,0
2020-08-16,TXN00001919,A00004644,PLC00002157,2013-05-11,2020-08-13,2020-08-13,Mobile,-1.588555190472819,-0.7425822291716718,Terrence Seaman,6729 North 54th Avenue,0,Glendale,AZ,85301,865-92-6927,Y,29,42,Y,3,H,Mortgage,HI,13542982,AFFX52625763365697,MD,A,Total Loss,Other,1,1,VT,Woodbury,11,AGENT00114,VNDR00254,Wilson-Kelly,7513 Lois Street,0,Panama City,FL,32404.0,Paul Bream,2003-08-30,151 Main Street,0,Savannah,GA,31408,67741593,OVRT16024868092231,0.5386505842555864,-1.632999801096754,-1.0340798835404326,0.0364039878138112,16,0.07326127046032549,0
2020-08-16,TXN00001920,A00005059,PLC00000319,2016-07-25,2020-08-07,2020-08-10,Health,1.0382491076762932,0.1559316357119833,Fred Foret,3323 Summerhill Drive,0,Fayetteville,AR,72703,433-14-0073,Y,26,76,Y,2,L,Own,LI,46067104,DRAH53888730595559,Bachelor,A,Minor Loss,0,1,1,OK,Norman,15,AGENT00305,VNDR00303,Dawson Inc,2076 North Crossover Road,0,Fayetteville,AR,72703.0,Randall Gutierrez,1997-08-15,3111 Gentilly Court,0,Montgomery,AL,36116,95140072,RHGZ58145713328181,-0.6046590873123926,-0.1076870782341027,-0.2969081869833199,0.8006565107769067,11,0.05903549661771801,0
2020-08-16,TXN00001921,A00008107,PLC00000719,2019-12-25,2020-08-02,2020-08-07,Travel,-0.3599120328167532,-0.7062786386713221,Karl Petrie,1 North School Avenue,#1010,Fayetteville,AR,72701,486-62-2320,N,51,42,Y,3,L,Mortgage,MI,91486510,GFWY78175664225752,Masters,A,Major Loss,Ambulance,1,0,CA,Fremont,10,AGENT00212,VNDR00009,"Flores, Haas and Fox",7912 Depew Street,0,Arvada,CO,80003.0,Lynne Collins,2012-05-07,208 Waterford Drive,0,Lynn Haven,FL,32444,35674430,PNMV36254650353386,-1.821793342600989,0.9091880703409976,0.4402635095737928,-1.0696778454200495,18,0.06720442780855274,0
2020-08-16,TXN00001922,A00008363,PLC00004027,2016-11-18,2020-08-03,2020-08-08,Mobile,-1.594557658729562,-0.7335063315465844,Arthur Cianflone,570 Broadway,0,Lynnfield,MA,1940,127-99-6641,Y,29,36,Y,2,L,Mortgage,MI,18389865,VKUI01693373505476,High School,A,Total Loss,Police,1,0,MD,Pasadena,11,AGENT00693,VNDR00482,Hardy Inc,2732 Rosedale Place,0,Nashville,TN,37211.0,Gerald Proctor,1991-06-26,6228 West Larkspur Drive,0,Glendale,AZ,85304,61883143,EMJW57212535532687,-0.7212242195028409,0.9091880703409976,0.194539610721422,1.578109759136637,22,0.040196355877471945,0
2020-08-16,TXN00001923,A00006083,PLC00000940,2013-10-09,2020-07-30,2020-08-04,Health,1.9257864830181413,0.065172659461109,Duane Watkins,5 Hibiscus Avenue,0,Savannah,GA,31404,029-65-5170,Y,37,36,Y,5,L,Rent,MI,29751767,VLYX34464314456664,College,A,Minor Loss,Police,1,1,MA,Pittsfield,4,AGENT01054,VNDR00358,Hernandez PLC,2224 East Tall Oaks Drive,0,Fayetteville,AR,72703.0,Michael Blalock,2008-09-25,848 Vermont 14,0,Woodbury,VT,5650,129268260,TYIH56206438423496,0.37837352749372,0.9091880703409976,1.1774352061309057,-0.6121684941735059,18,0.08132504153294595,0
